soal;level_kognitif;kelas;pelajaran;kko
“Semakin deras hujan yang membasahimu, semakin indah pula pelangi yang akan kamu lihat” Kalimat tersebut mengungkapkan kekaguman terhadap ........;C2;1;Bahasa Indonesia;Menjelaskan
Langkah di atas menunjukkan salah satu pemanfaatan dari .......;C1;1;Seni Budaya;Menjelaskan
Menari dan melompat di kasur itu tindakan yang ......;C2;1;PPKN;Mengemukakan
Menghias sampul depan buku dapat membuat buku terlihat…;C2;1;Seni Budaya;Mengemukakan
Kebiasaan yang baik akan berguna bagi diri sendiri dan orang lain,  apa saja kebiasaanmu yang baik pada sore hari di rumah?;C2;1;PPKN;Menjelaskan
Gambar dibawah ini merupakan gambar bayangan yang terjadi di waktu : ..;C2;1;IPA;Menguraikan
Apakah yang dapat kita lakukan untuk membantu Ibu dalam menyiapkan makan malam ?;C2;1;PPKN;Mengemukakan
Benda tenggelam itu lebih….. dari pada benda yang mengapung;C2;1;IPA;Mengemukakan
Kosakata sulit apa yang di temukan di puisi di atas …;C2;2;Bahasa Indonesia;Mengkategorikan
Ada berapa kalimat Tanya di cerita tersebut …;C1;2;Bahasa Indonesia;Menguraikan
Amatilah gambar berikut dengan teliti! Sikap apakah yang mereka tunjukkan di gambar diatas?;C2;2;PPKN;Menjelaskan
Perhatikan dibawah ini! gambar diatas melakukan aktivitas menjaga …;C2;2;PPKN;Menguraikan
Permainan yang menggunakan gerak dasar lari ditunjukkan gambar ....;C2;2;Olahraga;Memperkirakan
Perasaan apa yang dialami oleh anak pada dalam gambar diatas…;C2;2;PPKN;Memperkirakan
Andi dan Riki berloma memindahkan bola. Kegiatan memindahkan bola untuk melatih …;C2;2;Olahraga;Menjelaskan
Gerakan memutar lengan di depan dada dapat menguatkan …;C2;2;Olahraga;Menjelaskan
Menekuk lutuk kebelakang dapat melatih …;C2;2;Olahraga;Menjelaskan
Berjalan naik dan turun tangga melatih …;C2;2;Olahraga;Menjelaskan
Perhatikan gambar berikut ini! Gambar diatas menunjukan sikap ....;C2;2;PPKN;Menjalin
Saat pembelajaran di kelas berlangsung, Sita ingin ke toilet. Apa yang sebaiknya dilakukan Sita?;C2;2;PPKN;Mengemukakan
Benda padat yang ada di pantai adalah ....;C1;2;IPA;Menguraikan
Kecap termasuk benda berwujud…..;C1;2;IPA;Menjelaskan
Pasir termasuk benda berwujud............;C1;2;IPA;Menjelaskan
Contoh kegiatan yang menunjukkan persatuan di . rumah adalah ....;C2;2;PPKN;Mencontohkan
Bagaimana cara melakukan gerak tari di atas?;C2;2;Seni Budaya;Menjelaskan
Contoh penyebab timbulnya polusi suara adalah ....;C2;2;IPA;Mencontohkan
Kegiatan yang menuniukkan persatuan dalam masyarakat adalah ....;C2;2;PPKN;Menjabarkan
Sari akan membuat karya menggunakan daun kering. Langkah pertama Sari adalah menyiapkan....;C2;2;Seni Budaya;Menguraikan
Bahan alam bersifat lunak untuk membuat hiasan adalah;C1;2;Seni Budaya;Menguraikan
Apa saja manfaat hidup bersatu dengan teman?;C2;2;PPKN;Menjelaskan
Apa saja alat yang digunakan untuk mengukir sabun batangan?;C2;2;Seni Budaya;Menjelaskan
Gambar di atas tersusun dari 2 macam biji-bijian, yaitu ........;C2;2;Seni Budaya;Menjabarkan
Gambar A, B dan C memiliki bagian yang berbeda. Yaitu .....;C2;2;PPKN;Menjabarkan
Poster di atas menjelaskan makna tentang persatuan dalam ......;C2;2;PPKN;Menjelaskan
Sikap di atas mencerminkan bersatu dalam ......;C2;2;PPKN;Menguraikan
Apa manfaat menjaga kerukunan di sekolah?;C2;2;PPKN;Menjelaskan
Pelajaran apa yang dapat kita ambil dari “Permainan Membuat Kelompok”?;C2;2;Bahasa Indonesia;Menguraikan
Apa arti dari kalimat perintah dibawah ini! Minumlah air putih secukupnya untuk mengganti cairan tubuh!;C1;2;Bahasa Indonesia;Menerangkan
Gambar manakah yang menunjukkan sikap hidup rukun di masyarakat?;C2;2;PPKN;Mengkategorikan
Perhatikan gambar percakapan di bawah ini! Menurutmu, manakah kalimat penolakan yang dapat menjaga kerukunan?;C2;2;Bahasa Indonesia;Membandingkan
Benda apa saja yang mempunyai sifat sama dengan air? Sebutkan!;C1;2;IPA;Mencontohkan
Dibawah ini manakah benda yang mengandung gas!;C2;2;IPA;Mengkategorikan
Untuk apa kita harus mematuhi peraturan yang ada dalam permainan sepak bola?;C2;2;Olahraga;Menjelaskan
Bacalah teks percakapan berikut dengan cermat! Dari percakapan diatas, bagaimana sikap Dayu?;C2;2;Bahasa Indonesia;Menjalin
Walaupun beberapa siswa memiliki agama yang berbeda, tapi mereka saling ...........;C2;2;PPKN;Mengemukakan
"Perhatikan penggalan lagu ,,”Alam Desaku"" berikut. Apakah penggalan lagu tersebut menggunakan pola irama 3/4?";C2;3;Seni Budaya;Menguraikan
Berikut kegiatan yang menyebabkan benda mencair adalah ....;C2;3;IPA;Menjelaskan
Perubahan benda dari padat menjadi gas terdapat pada peristiwa .,..;C2;3;IPA;Menjelaskan
Rina mengambil es batu. Es batu tersebut diletakkan di ruang terbuka. Lama-kelamaan es batu berubah menjadi......................;C2;3;IPA;Menguraikan
Tia akan mewarnai daun menggunakan pastel. Namun, pastel warna hijau milik Tia habis.Tia pun mencampur dua warna dasar. Warna yang dicampur Tia adalah...... ... dan ..............;C2;3;IPA;Memperkirakan
perubahan energi pada gambar disamping yang benar adalah;C2;3;IPA;Mengemukakan
Gambar di bawah ini yang sesuai dengan perubahan energi kimia menjadi energi panas adalah …;C2;3;IPA;Mengemukakan
Motif yang digunakan untuk menghias layang-layang di samping adalah, kecuali ….;C2;3;Seni Budaya;Membandingkan
Hal positif akibat dari adanya perbedaan sifat dan kebiasaan yang benar adalah ….;C2;3;PPKN;Mengemukakan
perhatikan gerakan di bawah! Bagaimana cara melakukan gerakan diatas!;C2;3;Seni Budaya;Menjelaskan
Bagaimana cara melakukan gerakan kombinasi gerak berjalan, menekuk, dan mengayun menggunakan tongkat berpita?;C2;3;Olahraga;Menjelaskan
Sikap yang menunjukkan rasa cinta terhadap tanah air Indonesia adalah . .;C2;3;PPKN;Menjalin
Sikap yang menunjukkan kepatuhan terhadap aturan di lingkungan masyarakat adalah . . .;C2;3;PPKN;Menguraikan
Tumbuk daun suji, beri sedikit air dan biarkan semalaman menghasilkan warna. .;C2;3;Seni Budaya;Menjelaskan
Indonesia memiliki banyak sekali perbedaan, ini membuktikan bahwa bangsa kita adalah bangsa yang …;C1;3;PPKN;Menjelaskan
Gerakan di bawah merupakan gerakan menirukan …;C2;3;Seni Budaya;Mengasosiasikan
Pada keadaan cuaca apakah petir terjadi ?;C1;3;IPA;Menjelaskan
Pada malam hari terjadi hujan dan pada siang hari panas ini membuktikan bahwa cuaca ?;C2;3;IPA;Menjelaskan
Pada latihan lompat jauh bagian tumbuh mana yang digunakan untuk bertumpu …;C2;3;Olahraga;Menguraikan
Pembuatan pakaian itu sangatlah membutuhkan energi dan waktu. Apa saja hal yang dapat dilakukan untuk menghargainya?;C2;3;PPKN;Menjabarkan
Jelaskan cara penyimpanan hasil olahan agar dapat bertahan lama !;C2;3;Seni Budaya;Menjelaskan
Perhatikan gambar dibawah ini. Disebut gerakan yang menirukan?;C2;3;Seni Budaya;Memperkirakan
Jika kita melihat teman yang kesusahan maka sikap kita adalah ....;C2;3;PPKN;Mengemukakan
Jika kita melakukan kesalahan sebaiknya kita………………;C2;3;PPKN;Mengemukakan
Jawaban yang tepat untuk melengkapi titik-titik di atas adalah ….;C2;3;Bahasa Indonesia;Memperkirakan
Sikap yang harus dikembangkan dalam mewujudkan persatuan dalam keragaman adalah ….;C2;3;PPKN;Mengemukakan
Dengan keberagaman yang ada di indonesia, agar tetap bersatu semua warga harus mempunyai sikap …;C2;3;PPKN;Mengemukakan
Kalimat tidak efektif ditunjukkan pada kalimat nomor …;C2;3;Bahasa Indonesia;Mengkategorikan
Perhatikan kalimat-kalimat di bawah ini : (1). Pemberian penghargaan dapat menstimulasi semangat berkarya pemuda. (2). Kurangnya apresiasi dapat mengakibatkan malasnya pemuda dalam berkarya. (3). Aris menabung dengan tujuan ingin membeli mobil baru. (4). Bu Ina menyeduhkan teh hangat yang sangat manis sekali ke dalam cangkir kami. Kalimat tidak efektif ditunjukkan pada kalimat nomor …;C2;3;Bahasa Indonesia;Mengkategorikan
Saat di dalam rumah, kita dapat mengetahui pedagang bakso berhenti di depan rumah berdasarkan suara . . .;C2;4;IPA;Menggali
Semakin jauh sumber bunyi suara yang terdengarakan semakin . . . .;C1;4;IPA;Menyimpulkan
Melaksanakan tugas ronda malam secara kelompok merupakan contoh kerja sama di lingkungan . . . .;C2;4;PPKN;Mengemukakan
Pabrik tekstil membuang limbah cairnya ke lingkungan tanpa diolah terlebih dahulu. Akibatnya, ikan-ikan mati. Permasalahan lingkungan tersebut terjadi dijumpai di kawasan....;C2;4;IPA;Menguraikan
Indonesia merupakan negara agraris, Kegiatan pemanfaatan sumber daya alam yang sangat bagus di lakukan adalah…;C2;4;IPS;Mengemukakan
Jenis mata pencaharian yang dapat di lakukan di daerah dataran tinggi adalah…;C2;4;IPS;Mencontohkan
Apakah manfaat mengetahui keragaman ras dan suku masyarakat di sekitar kita?;C2;4;PPKN;Menjelaskan
Kebun plasma nutfah di Cibinong LIPI dengan buah-buahan inti, talas, dan suweg merupakan salah satu upaya dalam…;C2;4;IPS;Menjelaskan
Berikut ini merupakan peristiwa yang terjadi karena gaya gesek, kecuali....;C2;4;IPA;Membandingkan
Berikut ini merupakan peristiwa yang terjadi karena gaya gravitasi bumi,kecuali....;C2;4;IPA;Membandingkan
Hal baik apa yang dapat kamu contoh dari Gajah Mada?;C2;4;IPS;Menjelaskan
Di dalam aquarium terdapat benda yang berwujud padat, cair, dan gas. Berdasarkan isi aquarium tersebut tuliskan nama benda yang berwujud padat, cair, dan gas!;C2;4;IPA;Menguraikan
Perhatikan gambar di bawah ini! Berdasarkan gambar di atas jenis gaya apa saja yang dapat kalian lihat?;C2;4;IPA;Menguraikan
Berikut yang bukan pengamalan Pancasila sila pertama di lingkungan sekolah adalah ....;C2;4;PPKN;Membandingkan
Perubahan energi yang terjadi pada gambar di atas adalah…;C2;4;IPA;Menjelaskan
Televisi dan radio merupakan salah satu contoh peralatan elektronik, dengan menonton televisi atau mendengar radio kita bisa mendapatkan  informasi yang berada cukup jauh dari lokasi kita berada, namun untuk menyalakan televisi dan radio dibutuhkan energi listrik. Perubahan energi yang terjadi pada televisi dan radio sehingga kita dapat mendengar informasi yaitu ....;C2;4;IPA;Menjelaskan
Sumber energi yang berasal dari minyak bumi dan gas merupakan sumber energi yang tidak dapat diperbarui. Sumber energi ini memiliki ketersediaan yang terbatas dan suatu saat akan habis. Manusia memerlukan sumber energi lain atau energi alternatif untuk memenuhi kebutuhannya. Sumber energi alternatif berasal dari sumber energi yang dapat diperbarui, contohnya......;C2;4;IPA;Mencontohkan
Kalimat berikut yang mengandung kosa kata baku adalah . . .;C2;5;Bahasa Indonesia;Mengkategorikan
Perilaku yang mencerminkan toleransi terhadap perbedaan agama adatah;C2;5;PPKN;Menjelaskan
Perhatikan gambar berikut ini! Manfaat yang dirasakan oleh masyarakat dari kegiatan pada gambar diatas adalah …;C2;5;IPS;Menjelaskan
Perhatikan gambar berikut ini! Berikut ini pernyataan yang sesuai dengan gambar tersebut yaitu …;C2;5;Bahasa Indonesia;Menguraikan
Perpindahan kalor yang terjadi pada peristiwa di atas adalah ......;C2;5;IPA;Menjelaskan
Gambar yang menunjukkan perilaku menghargai persatuan dan kesatuan ditunjukkan oleh nomor ......;C2;5;PPKN;Menguraikan
Jika dalam berrnusyawarah terjadi jalan buntu, maka kita bisa mengambil keputusan dengan jalan ....;C2;6;PPKN;Menjelaskan
Burung elang memiliki paruh' yang kuat dan cakar yang tajam. Apa fungsi paruh tersebut?;C1;6;IPA;Menjelaskan
Salah satu dampak kerja sama ekonomi adalah meningkatkan produktivitas negara. Peningkatan produktivitas ini dapat mengurangi ....;C2;6;IPS;Mengemukakan
Hidup rukun dalam keluarga yang sudah terbina dengan baik dapat menghindarkan kita dari ….;C2;6;PPKN;Mengemukakan
Perhatikan gambar dibawah ini! Apa hak masyarakat yang tidak terpenuhi?;C2;6;IPS;Menjelaskan
Perhatikan gambar berikut! Usaha yang perlu dilakukan untuk mencegah peristiwa seperti gambar tersebut adalah ....;C2;6;IPS;Menguraikan
Perhatikan gambar berikut! Jenis gaya yang digunakan pada kegiatan  tersebut adalah ….;C2;6;IPA;Menjelaskan
Pak Komar seorang pekerja pabrik. Ia bekerja pada bagian pemintalan benang. Agar terjaga kesehatan alat pernapasannya, Pak Komar dalam bekerja harus memakai ... .;C2;6;IPA;Menjelaskan
Kegiatan manusia yang dapat berdampak buruk bagi lingkungan adalah ....;C2;6;IPS;Menguraikan
Dalam pemanfaatan sumber daya alam,  manusia haruslah bijak memanfaakan sumber daya alam yang ada, hal ini dilakukan agar kelestarian sumber daya alam tersebut dapat terjaga. Usaha yang dapat dilakukan manusia agar dapat menjaga kelestarian sumber daya alam adalah ....;C2;6;IPS;Mencontohkan
Dari pernyataan diatas cara menjaga kebersihan alat reproduksi yang benar adalah ….;C2;6;IPA;Mengkategorikan
Cermati gambar berikut! Gambar diatas yang termasuk reklame non komersial adalah ... .;C2;6;Seni Budaya;Mengkategorikan
Musim hujan sedang melanda ibu kota Jakarta. Sehingga mengakibatkan banjir diberbagai daerah. Dina mendapat tugas untuk membuat reklame bertemakan bencana banjir. Berikut reklame yang sesuai dengan ilustrasi adalah ….;C2;6;Seni Budaya;Mengemukakan
Sayang kepada ayah dan ibu adalah perbuatan yang  ..;C2;1;PPKN;Menjelaskan
Noni bersikap sombong karena memenangkan tenis meja. Sikap Noni ....;C2;1;PPKN;Menjalin
Walaupun berbeda suku bangsa, Udin dan temanya  tetap bermain dengan ...;C2;2;PPKN;Menjalin
Tumbuhan dan hewan sebagai sumber daya hayati memiliki manfaat yang banyak bagi kehidupan manusia. Jelaskan manfaatnya pada produk kesehatan!;C2;4;IPA;Menjelaskan
Contoh kalimat pujian yang tepat untuk gambar di atas yaitu ................;C2;1;Bahasa Indonesia;Mencontohkan
Pagi ini Rina hendak pergi mengerjakan tugas rumah bersama Ani di rumah Ani. Sebelum pergi ke rumah Ani, Rina disuruh ibu membeli gula 1 kg di warung Pak Somad. Contoh kalimat perintah yang ibu utarakan untuk Rina yaitu ...........;C2;1;Bahasa Indonesia;Mencontohkan
Contoh kalimat pujian yang tepat berdasarkan teks di atas adalah ..........;C2;1;Bahasa Indonesia;Mencontohkan
Perhatikan puisi dibawah ini! Puisi di atas menceritakan tentang, kecuali…;C2;4;Bahasa Indonesia;Mengemukakan
Untuk meningkatkan rasa kebangsaan pada era globalisasi dapat dilakukan dengan cara ....;C2;5;PPKN;Menjelaskan
Perhatikan gambar dibawah ini! Gambar A Gambar B Gambar manakah yang termasuk karangan nonfiksi?;C2;6;Bahasa Indonesia;Mengkategorikan
Apa manfaat menerapkan perilaku yang menunjukkan persatuan saat bermain?;C2;2;PPKN;Menjelaskan
Perbuatan yang mencerminkan tindakan baik adalah…..;C2;3;PPKN;Menjelaskan
Pernyataan berikut ini yang benar adalah …;C2;3;PPKN;Mengemukakan
Sikap yang benar dan utama bagi warga negara yang baik adalah.....;C2;3;PPKN;Mengemukakan
urutkan pekembang biakan ikan diatas ...;C3;3;IPA;Mengurutkan
Dari gambar diatas merupakan pengamalan sila ke …..;C3;2;PPKN;Menentukan
Tuliskan contoh perilaku yang menggambarkan sila kedua dari pancasila!;C3;2;PPKN;Menerapkan
Berdasarkan gambar di atas, bunyin pancasila yang tepat adalah…;C3;2;PPKN;Menentukan
Tuliskan contoh pengamalan sila ke 1…;C3;2;PPKN;Menentukan
Menjenguk teman sakit merupakan pencerminan pancasila sila ke …;C3;3;PPKN;Menentukan
Sikap saling menghormati antarsesama termasuk pengamalan sila ke ...;C3;3;PPKN;Menentukan
Sikap bersyukur kepada Tuhan termasuk pengamalan sila ke…;C3;3;PPKN;Menentukan
Menghargai dan menyayangi adalah termasuk  pengamalan sila ke …;C3;3;PPKN;Menentukan
Urutkan daur hidup katak di bawah ini ….;C3;3;IPA;Menentukan
Bersikap baik kepada sesama manusia adalah bentuk pengamalan Pancasila ke …;C3;3;PPKN;Menentukan
Salah satu contoh pengamalan sila ke dua adalah …;C3;3;PPKN;Menentukan
Hasil pembagian 88 : 4 adalah …;C3;3;Matematika;Mengkalkulasi
Menjaga keseimbangan hak dan kewajiban, merupakan pengamalan sila ...;C3;3;PPKN;Menentukan
Gotong royong termasuk pengamalan dari sila;C3;5;PPKN;Menentukan
Kebebasan memeluk agama merupakan pengamalan Pancasila sila ….;C3;5;PPKN;Menentukan
Gambar diatas merupakan pengamalan pancasila sila ke …..;C3;5;PPKN;Menentukan
Memisahkan teman yang sedang bertengkar merupakan cerminan dari sila Pancasila yang ke…;C3;5;PPKN;Menentukan
Kalimat tanya yang sesuai dengan paragraf tentang ketoprak di atas adalah ... .;C3;5;Bahasa Indonesia;Menyesuaikan
Membantu teman saat jatuh dari sepeda merupakan pengamalan Pancasila sila ke ….;C3;6;PPKN;Mengemukakan
Gambar diatas menunjukkan pengamalan Pancasila sila  ...;C3;6;PPKN;Menentukan
Berbeda-beda tapi tetap satu merupakan pengamalan nilai Pancasila sila …..;C3;6;PPKN;Menentukan
Menuliskan dan menggambarkan benda yang diinginkan dan dibutuhkan.;C3;1;Bahasa Indonesia;Membangun
Rangkailah huruf berikut ini agar menjadi sebuah nama : i – b – n – u…;C3;1;Bahasa Indonesia;Menyesuaikan
Urutan huruf abjad f a b e c d g yang benar adalah…;C3;1;Bahasa Indonesia;Mengurutkan
Urutan bilangan dari urutan terkecil ke yang ter besar dari   1 5 2 4 3 adalah..;C3;1;Matematika;Mengurutkan
Urutan bilangan dari urutan terkecil ke yang ter besar dari   1 5 2 4 3 adalah..;C3;1;Matematika;Mengurutkan
Dayu membawa 3 kok untuk bermain bulu tangkis. Lani membawa 4 kok. Berapakah jumlah kok yang dibawa Dayu dan Lani…. ;C3;1;Matematika;Mengkalkulasi
Di pohon pertama tumbuh 3 pepaya. Di pohon yang kedua tumbuh 2 pepaya. Banyak pepaya seluruhnya ada ____ buah.;C3;1;Matematika;Mengkalkulasi
Sebelum pulang, Udin melihat penjual donat.Udin membeli 3 buah donat cokelat. Udin juga membeli 5  buah donat keju. Berapakah jumlah donat yang udin beli…;C3;1;Matematika;Mengkalkulasi
Di pohon pertama tada 3 apel Di pohon yang kedua ada 2 apel. Banyak apel seluruhnya ada ____ buah.;C3;1;Matematika;Mengkalkulasi
Dayu membawa 5 kok untuk bermain bulu tangkis. Lani membawa 3 kok. Berapakah jumlah kok yang dibawa Dayu dan Lani;C3;1;Matematika;Mengkalkulasi
Ibu membuat 10 potong kue untuk adik dan kakak. Adik makan 3 potong. Berapakah jumlah kue untuk kakak…;C3;1;Matematika;Mengkalkulasi
Di ruang musik ada 4 buah pianika, lalu pak Udin membeli lagi sebanyak 10 buah. Berapakah total pianika yang ada di sekolah ?;C3;1;Matematika;Mengkalkulasi
Lengkapi pola gambar di bawah ini sesuai dengan polanya!;C3;1;Seni Budaya;Menerapkan
 Tuliskan tanda yang cocok pada bilangan di bawah in;C3;2;Bahasa Indonesia;Menerapkan
Bunyi sila yang sesuai pada gambar dibawah ini!;C3;2;PPKN;Menerapkan
Berapakah no sila yang sesuai dengan kegiatan pada gambar di atas..;C3;2;PPKN;Menerapkan
Lengkapilah kalimat .................. sampah pada tempatnya! menjadi kalimat perintah!;C3;2;Bahasa Indonesia;Menerapkan
Siswa di sekolah Udin cukup banyak. Ada 125 siswa laki-laki dan 117 siswa perempuan. Jumlah siswa di sekolah Udin seluruhnya adalah .........;C3;2;Matematika;Mengkalkulasi
Berapa hasil dari 242 – 38 ;C3;2;Matematika;Mengkalkulasi
Udin mempunyai 206 butir kelereng. Kelereng Edo lebih sedikit 55 butir. Berapa banyak kelereng Edo?;C3;2;Matematika;Mengkalkulasi
Tentukan hasil penjumlahan berikut!;C3;2;Matematika;Mengkalkulasi
Perilaku yang tercemin pada gambar di atas merupakan pengamalan sila ke…;C3;2;PPKN;Menerapkan
Ada 95 kue bolu dan 120 kue lemper. Kue itu disajikan dan dimakan 158 buah. Berapa sisa kue sekarang?;C3;2;Matematika;Mengkalkulasi
Ibu membuat 155 kue lemper, 85 kue lapis, dan 75 kue donat. Berapa jumlah kue seluruhnya?;C3;2;Matematika;Mengkalkulasi
Sebutkan 3 perilaku di sekolah yang menunjukkan pengamalan sila ke 3 pancasila!;C3;2;PPKN;Menerapkan
sebutkan 3 perilaku di lingkungan masyarakat yangmenunjukkam pengamalan sila ke 1 pancasila!;C3;2;PPKN;Menerapkan
